"idtwitter","subj","pos","neg","iro","top","TEXT"
"143409706612961280","1","1","0","0","1","Bravo Mario Monti!!!Finalmente UNO che fa vedere come si deve governare!!!"
"194742096656220160","1","0","0","0","1","#Grillo vince ed è destinato a crescere perchè conosce la gente. Esattamente come ha fatto la #Lega"
"145469116873056257","0","0","0","0","1","Domani sera a Palazzo Chigi incontro informale tra Mario Monti e parti sociali: I leader di Cgil, Cisl, Uil e Ug...http://bit.ly/rNWoB0 "
"393423013032763392","1","0","1","0","0","ma perché la gente è così rincoglionita? sarà colpa dello smog?"
"393279571006881792","1","0","1","1","0","Tweet Not Available"
"145437947381022720","0","0","0","0","1","Manovra, meno tagli su casa e pensioni: adesso Monti apre alle modifiche: Mario Monti non chiude la porta a poc... http://bit.ly/tne6dn "
"190066225810903040","1","1","1","0","1","Come non condividere quanto sostenuto da #Grillo sul blog.La dilapidazione del denaro pubblico,scandalo della politica. http://www.beppegrillo.it/2012/04/il_pozzo_senza_fondo_delle_tasse/index.html?utm_source=twitter_grillo&utm_medium=twitter&utm_content=Il%2Bpozzo%2Bsenza%2Bfondo&utm_campaign=followme …"
"391760854318067712","0","0","0","0","0","Raid nel fondo rustico. Ciro Corona : “Si mobilitino con noi la città e le istituzioni” In viaggio con la Mehari... http://fb.me/1Yj3ppHVl "
"146370619523608576","1","0","1","1","1","Ballo Musica Arte Sport e Arredo: Manovra finanziaria ""Governo Monti"" …http://amorefamigliaarteballonatura.blogspot.com/2011/12/manovra-finanziaria-governo-monti.html?spref=tw …"
"393255813223313408","1","0","1","0","0","@lelevup per carità...ti sfuggono molte sfumature nella lettura dei giornali"
"393255813386862592","0","0","0","0","0","buongiorno a tutti #oncaci"
"160103675598077953","1","0","1","1","1","Cosa intendo fare per i poveri ed i bisognosi? Una beata minchia. Cetto La Qualunque? No Mario Monti"
"395509393695178752","1","0","1","1","0","i poeti costruiscono tweet sulla paura,paura da amare paura di restare....aggiungete pure paura che non ve la da..."
"193316527334891520","1","0","1","1","0","Alfano: ""Dopo le amministrative arriverà la più grande novità della politica italiana"". Ah, ve ne andate e sparite per sempre?"
"395475457959010304","1","0","0","0","0","-Mamma domani torno.Che clima c'è a Roma?Fa così caldo? - Mah. È un autunnello primaveretta caldino caldinoMia madre è Ned Flanders?"
"135711301749059584","1","0","1","0","1","Corsera:I caroselli e i fischi in piazza hanno guastato l'umore a B. e ai suoi che induriscono le condizioni per dire di sì al governo Monti"
"193259823662497792","1","0","1","1","1","#Partito della Nazione l'ideona dei partiti per disinnescare #Grillo e continuare a prendere per culo gli italiani. Adesso siamo salvi!"
"145548810863644672","1","1","0","0","1","Tweet Not Available"
"137115223457923072","0","0","0","0","1","@CaterpillarAM ultima chance per il presidente napolitano se il governo monti non dovesse farcela vedi foto http://bit.ly/rJm1eW "
"393435658003701760","1","1","0","0","0","@njallsfirstlove si cazzo c'è la devo fare c'è la posso fare!"
"395583013037568000","1","0","1","0","0","È morto il giornalista #FrancoRossi. Negli anni 80 e 90 è stato numero uno del #calciomercato. RIPpic.twitter.com/4WibtMeVKY"
"157057491744718848","1","0","1","0","1","SAPPIATE che domani si baratteranno il non arresto di Cosentino con il governo Monti.....SCOMMETTIAMO?"
"164948954117701632","1","0","1","0","1","Tweet Not Available"
"190785654278459393","1","0","1","1","0","Pensa se alla fine di tutto sto casino viene fuori che Borghezio è l'unico onesto"
"193238569282830337","1","0","1","0","1","Tweet Not Available"
"158640483164372992","1","0","1","0","1","#Maroni La politica del governo Monti è sbagliata"
"193952343597912064","0","0","0","0","0","Emma Marrone ad Amici dopo polemiche Belen - Stefano - http://www.gossipbellezza.com/2012/04/22/emma-marrone-ad-amici-dopo-polemiche-belen-stefano/ … /blogplay.com/"
"136822214174580736","1","0","1","0","1","Ho letto la lista dei ministri del governo Monti e parecchi mi sembrano inadatti al ministero che gli è stato dato!"
"395330603207258112","1","0","1","0","0","@AriannaCapulli pure i mariti si mettono a flirtare su whatsapp con quelle rimorchiate su tw"
"192353451571806209","1","0","1","0","1","@vitoballarino anche il rispetto e' importante, pur in presenza di diversi modi di pensare, e #Grillo non ne ha per nessuno"
"134760365971079168","1","0","1","1","1","Governo #Monti: il #Pd ha l'occasione per diventare finalmente il Pd http://www.europaquotidiano.it/dettaglio/130693/pd_ora_devi_batterti_su_tutti_i_fronti … Ottimo @smenichini"
"136402422942793728","1","0","0","0","1","A Mario Monti arrivano richieste di incontri un po' da tutti. Gli unici che non si sono fatti ancora vivi sono gli zapatisti."
"191502001966813185","1","1","0","0","0","@Loveisfragil non avevo fatto caso al tuo nuovo nome akldl inutile dire che mi piace da morire"
"136859728998432769","0","0","0","0","1","Governo Monti: un esecutivo di tecnici per fronteggiare la crisi. Ecco i nuovi #ministri http://www.treccani.it/enciclopedia/percorsi/scienze_sociali_e_storia/governo_monti.html/#.TsPz6IMSPEI.twitter …"
"193641338066059265","0","0","0","0","1","Anche allo stadio si canta #Grillo uno di noi"
"396654709660188672","1","1","0","0","0","@Groargirl haha grandissima :) sempre una vincita è uu"
"393460492213448704","1","0","1","1","0","Dopo due ore che stavo studiando italiano, mi sono accorta che avevo preso il libro sbagliato. #benecosi"
"137246092688498688","1","0","1","0","1","""il governo monti è una sospensione della democrazia"". E il tuo era un aborto. #berlusconi"
"396675741020323840","1","1","0","0","0","Quando arriva valerio sto aspettando forza #PattyScanuVerissimo"
"393417730134925312","1","1","0","0","0","Pubblicizza ... http://fb.me/NZDsqgDV "
"190375525611610112","1","1","0","0","0","Startup italiane forza, è il vostro momento! http://fb.me/1Tiw3kNG3 "
"151285958149537792","1","0","1","0","1","Passaparola - Le cipolle amare del Governo Monti - di Beppe Scienza http://goo.gl/fb/XhaHg "
"161793048802623488","0","0","0","0","1","ULTIM'ORA - Sciopero generale contro il governo Monti indetto per il 27 gennaio. Ecco il programma dettagliato http://ow.ly/8Eduf "
"150212448513818624","1","0","1","1","1","Tweet Not Available"
"194524407903952899","1","1","0","0","0","@luciozogno e di cosa si tratta? Non si vede bene (bella la foto). @twitteliali"
"392041528019128320","1","0","1","0","0","Tweet Not Available"
"137174783904329728","1","1","0","0","1","Mario Monti ha presentato il programma che ci aspettavamo: rigore, crescita, sviluppo economico e sociale."
"192259207360286721","0","0","0","0","1","Si puo' non essere d'accordo con #Grillo ma e' un fatto che il popolo Italiano e' in difficolta' e la classe dirigente ha delle grosse"
"160415148111183873","1","0","1","0","1","Beppe Grillo critico sul Governo Monti http://youtu.be/CNzE0RwdUJU  ...non vedo l'ora di scegliere il mio primo fucile...grrrr"
"396696617069592578","1","0","1","0","0","""Ho bisogno che qualcuno mi dica che sono importante"" http://tmblr.co/ZvXLUszIDIS6 "
"164289036247236608","0","0","0","0","1","Parlando di politica, con questo governo Monti a cosa servono i partiti?"
"193079456452198400","1","0","1","0","1","#serviziopubblico l'antipolitica e il populismo di #Grillo sono figli della cattiva politica dei partiti, non meravigliamoci !!!!!"
"396603382296625153","1","1","0","0","0","Test ...:-)"
"136792177639571456","1","0","1","0","1","Perchè rovinare un decente #governo #Monti (almeno nei nomi) con Corrado #Passera? (e parlo del personaggio) Speriamo bene..."
"193089364752990208","1","0","1","0","1","@RenCap2 #Grillo mandato da Dio?Non mi confermare così limpidamente le vostre pulsioni messianiche.. E' troppo facile così darvi della setta"
"136784937499111424","1","1","0","0","1","E' nato il governo Monti. Speriamo sia buono."
"152328894274473984","1","0","1","0","1","E le iniquità del governo Monti continuano http://goo.gl/fb/BXxGH  Clicca sul link"
"189463594998571008","0","0","0","0","0","@Monica_Z87 alla possibilità remota di vederci ?"
"136894083212918784","1","0","1","1","1","#Governo #Monti: il divino Otelma #ministro dell' #Economia"
"141581795744415744","0","0","0","0","1","Crisi, Governo Monti pensa a manovra da 20 miliardi di euro... http://www.italia-news.it/shortredir.php?idcnt=74924 …"
"141270852313427968","1","1","0","0","1","@SkyTg24 Basta tragedie! C'è bisogno di positività, forza governo #Monti .. Il pensiero crea!!!"
"192572799926272000","1","0","0","0","0","@gianlucanero no ancora no, ma Nole lo sta impallinando. il secondo set sembra un pochino più equilibrato però."
"134703758587346944","1","0","1","0","1","Se nel governo Monti entrano anche i ministri del governo Berlusconi come si fa ad avvicinarsi. Quelli hanno rovinato il Paese. Non si può"
"153853382115856384","0","0","0","0","1","Governo #Monti: Anno nuovo, #comunicazione nuova. Al lavoro su faqs, risposte dirette ai cittadini e, finalmente, profilo #twitter ufficiale"
"187286044436209664","1","1","0","0","0","@chiupetta siiii...! ahhahahha in quanto tempo l'hai fatto??! bhe,però niente male!! :D"
"137205212879400960","0","0","0","0","1","#governo #monti #ministri nell'archivio di Radio Radicale: #Lorenzo #Ornaghi #Ministro #Culturahttp://www.radioradicale.it/soggetti/lorenzo-ornaghi …"
"195194227750215681","1","0","1","0","0","Ho mangiato tutto il coniglio di cioccolata:( #maldipancia"
"197051630032658432","1","0","0","0","0","Tweet Not Available"
"189836067027959808","1","0","1","1","0","Martina, sei il genio della lampada. Idea magnifica rimanere alzati fino a tardi sapendo che domani hai l'esame. E per deprimerti, poi. #off"
"137159833651658752","1","0","1","0","1","Vladimiro Giacchè: Il governo Monti non è la soluzione. Serve una vera svolta politica ed economica: Vladimiro… http://goo.gl/fb/6eZHt "
"161905206416769024","1","1","0","1","1","Il governo #Monti fino ad ora non avrà proprio spaccato ma vedere Feltri e Giannini che flirtano non ha prezzo"
"190063144004100097","1","0","1","1","0","@vitobrandi ora ti lascio che la giornata in ufficio inizia con una bella riunione. A dopo! Buona giornata!"
"193226541474385920","1","0","1","0","1","Ci sono davvero tante (troppe) similitudini tra il M5S di #Grillo e il PDL - Forza Italia di #Berlusconi"
"152491719416483844","1","0","1","0","1","Sallusti è scandaloso, attacca il governo Monti perché non paga gli imprenditori che si suicidano. Il suo capo non li ha pagati in 18 anni."
"193058120698826753","1","0","1","0","1","RT “@AgostinisV: Bossi è una vittima e l'Italia deve andare in default e lasciare l'euro: #Grillo ormai ha sbracato”"
"134337700579909632","1","1","0","0","1","Se si farà un governo Monti senza le estreme, Giorgio Napolitano avrà fornito uno straordinario saggio di sapienza e sagacia politica."
"142594108970647552","0","0","0","0","1","MARIO MONTI, ELSA FORNERO, CORRADO PASSERA OSPITI MARTEDI DI PORTA A A PORTA"
"134613359151693826","1","0","1","1","1","Gelmini,brunetta,sacconi,rotondi,gli ex an uscirebbero dal pdl in caso governo monti,il solito culo di b che se ne libererebbe finalmente!"
"135425471784562688","1","1","1","0","1","NO AL GOVERNO MONTI, ELEZIONI SUBITO. PER LA SOVRANITA' POPOLARE E IL PRIMATO DELLA POLITICA, CONTRO LE INGERENZE... http://fb.me/FqoKHdlG "
"391824575224639488","1","1","0","0","0","Tweet Not Available"
"395609384614903808","1","0","1","0","0","ma perchè l'applicazione di facebook per l'iphone, trema?"
"393307864296857600","1","0","1","0","0","Nessun politico italiano è mai andato in Europa a fare i nostri interessi http://www.tubechop.com/watch/1583395  @rinaldi_euro #m5s"
"164857283132669952","1","1","1","0","1","E.Letta prova un ""amore ancillare"" verso il suo caro amico Mario (Monti).#Matrix #imbarazzante"
"186456048608088065","0","0","0","0","0","Bologna-Palermo: ko Aguirregaray, c'è Della Rocca http://bit.ly/HyuZIs  #palermo #rosanero"
"195420043461394433","1","1","1","0","1","Ma perchè #Napolitano non coglie il messaggio positivo di #Grillo di partecipazione dei cittadini alla vita democratica? invece delegittima"
"158228453974482945","1","0","1","1","1","A rischio il governo Monti, con la #concordia si va a fondo #giglio"
"396583380865019904","1","1","0","1","0","@jawisoath vabbè ti salto sopra io uu."
"162223411530170368","1","1","0","0","1","SONO SOLIDALE CON I PESCATORI CHE MANIFESTANO LA LORO SITUAZIONE LAVORATIVA E IL GOVERNO MONTI DA ORDINI PRECISI... http://fb.me/15U6N0LaP "
"187261184607666176","1","1","0","0","0","@Madman_85 ma si tifa italia cazzo, bravo"
"136888915788431360","1","0","1","0","1","Bersani leader de che? La formazione del governo #Monti vede il Pd ancora sotto scacco della Sel e Idv..."
"393468290112442368","1","0","1","1","0","“@pottervato: se ci fosse demi direbbe che sono un mashup tra i jonas e gli one direction uscito male. #xf7” È VERO AHAHAHA CREPO AHAHAHAHHA"
"138391526689607680","1","0","0","0","1","http://www.youtube.com/watch?v=o-tFVx1A-Ok&feature=player_embedded … ""Sarà un bene o sarà un Mario?"" #monti #teoriedelcomplotto #LOL!"
"145565273120972801","0","0","0","0","1","LETTERA A MARIO MONTI http://pulse.me/s/3TYu8 "
"395448243070701568","1","1","0","0","0","Voto: 9 — Grazie milleeeee :) http://ask.fm/a/9n870pd8 "
"195528465678737408","1","1","0","0","1","Quando vedo #Grillo mi vien da pensare ad un nuovo #garibaldino ""Qui si fa l' #Italia o si muore"" *_*pic.twitter.com/WV6ehChm"
"391878270276603904","1","0","1","0","0","Tweet Not Available"
"193763792889446400","0","0","0","0","0","@FerdinandoC anche perché le ho unite mentalmente ad altre spuntate qua e là."
"152843554551644160","1","0","1","0","1","Tweet Not Available"
"196640861155635200","1","1","1","0","0","@colvieux Ho amato Carver Sono stupefatta Come si può fare il confronto con un cantante?"
"163987687160815616","1","0","1","0","1","Sindacati - http://www.cinquerighe.it  - De Lieto: Manifestazioni contro il Governo Monti Il Paese è in ginocchio http://j.mp/zK1ryq "
"132037801498783744","1","1","0","0","1","In Mario Monti we trust ! #acasa"
"395678216259502081","1","1","0","0","0","@Zziagenio78 @miaceran @LiaCeli le delusioni capitano a tutti. non arrenderti! :)"
"391840833801949185","1","1","0","0","0","Tweet Not Available"
"192566080894541825","1","0","1","0","1","Se uno zoticone come #Grillo ha consensi è grazie a questa classe politica di zoticoni, ma non abbiamo imparato nulla?"
"136040029683322882","1","0","1","1","1","Mario Monti nativo digitale? @riccardowired #hbw2011"
"391997183710732288","1","1","0","0","0","@Giro_Scorpione grazie!! :))"
"136942374340395008","1","1","1","0","1","Tweet Not Available"
"189627611444543488","1","0","1","0","0","fine dell'erezione mattutina. posso alzarmi e lamentarmi perché nessuno mi ha ancora portato il caffè a letto."
"137594887083266048","1","1","0","0","1","GASPARRI: Sì al governo Monti per senso di responsabilita' http://promotorilibertafrascati.blogspot.com/2011/11/gasparri-si-al-governo-monti-per-senso.html?spref=tw …"
"393389091561439232","0","0","0","0","0","Gambero Rosso, ben 415 'Tre Bicchieri' per il 2014 - #Vino http://bit.ly/1gEoZ6P "
"193309284216487937","1","0","1","1","1","Ma veramente #Grillo ha detto che la soluzione alla crisi è uscire dall'Euro?? Ma allora è un genio dell'economia! Ah no un minchione!!"
"396617425623732224","0","0","0","0","0","“Francesco De Sanctis scrisse quasi tutti i suoi libri che non era più giovane: toccava i cinquant’anni, e aveva,... http://fb.me/25MiqY5Br "
"142662630774022145","1","0","1","1","1","Mario Monti spiegherà le riforme prima a ""Porta a Porta"" e poi in Parlamento http://bit.ly/uCetmr "
"138886849694412801","1","0","1","0","1","Con il Governo Monti #agorarai invece di svegliarmi mi addormenta. Senza B. la politica torna ad essere noiosa."
"139186822424182784","1","1","0","1","1","Mario Monti regalaci un sogno un Italia normale cornetto e caffè al Bar Dello Sport Grazie… http://goo.gl/fb/aMZSq "
"195564042008539138","1","0","1","0","1","#Grillo a #Budrio ; ancora non una parola su come governare Budrio : e' uno show . Niente concretezza . Deludemte ."
"195133488062672896","1","0","1","1","1","@BerserkNina @italiadeidolori nulla di più sinistro... Se #Grillo è l alternativa, i nostri politici possono dormire tranquilli. W l Italia."
"190010236453658624","0","0","0","0","0","Tweet Not Available"
"137262368865525760","1","0","1","0","1","Tweet Not Available"
"163268273457205248","1","0","0","0","1","Professor Monti, ci sono notizie di quei 98 Miliardi di euro ??"
"135430946253049856","1","0","1","1","1","#rimontiamo Governo #Monti fatto di soli ""tecnici"". Amato agli Esteri...cos'è che non mi torna? #settevitecomeigatti"
"396561575697735680","0","0","0","0","0","e l'ho trovata perchè per caso avevo iniziato a leggere il manga che ne hanno tratto."
"165009903226851328","1","1","1","0","1","Governo #Monti non è un po' sbilanciato a favore delle imprese? E andrebbe anche bene, ma le nostre imprese lo meritano davvero?"
"191628218040717313","1","0","1","0","1","Il #populismo è un nemico della #democrazia. I regimi reazionari sono nati nella cultura populista. #Grillo è un fenomeno inquietante."
"186558091406491648","1","1","0","0","0","@Gavigae grazie grazie U____U"
"159955093737832448","1","0","1","0","1","Lettera aperta dell’ALI a Mario Monti, con polemica http://tropicodellibro.it/notizie/librai-indipendenti-2012/ … fosse x me né #ALI né #AIE"
"153851384075268096","0","0","0","0","1","Tweet Not Available"
"393303033016119296","1","0","1","0","0","@jabbaTM Tendono a scavalcarsi, a primeggiare. Qualsiasi argomento è un'occasione per imporsi e non per dialogare"
"191574361784856576","0","0","0","0","0","Bella Vita Ristorante today."
"134967296958533634","1","0","1","0","1","Ecco la sitesi di anni di lotte e opposizione. Mario Monti. Uomo di destra, voluto da Bce e banche... Ma che senso ha? Dov'è la dignità?"
"154188038535254016","0","0","0","0","1","Secondo te il governo Monti cosa dovrebbe fare per aumentare lo Sviluppo del Digitale in Italia?: http://lnkd.in/SpUXNn "
"195829430273323008","0","0","0","0","1","@MarcoPannella @WorldBank è più #Grillo ad esprimersi come #Pannella o viceversa? Ma quindi l'#amnistia sfoltirebbe anche i processi civili?"
"193388428501585920","0","0","0","0","0","Twitter: Saviano e Grillo tra piu' influenti Italia - Photostory Curiosità - ANSA.it http://www.ansa.it/web/notizie/photostory/curiosita/2012/04/17/Twitter-Saviano-Grillo-piu-influenti-Italia-_6733161.html?idPhoto=13 … via @ansa_topnews"
"393417725261131776","0","0","0","0","0","Tweet Not Available"
"193089924340256768","1","1","0","0","0","@OrnellaCataldo @lucamattia05 @rudy_zerbi @laura_cataldo @elisabettanuovo Buonanotte magici. Un abbraccio a tutti voi. #chebellichesiamo"
"153442938460966913","0","0","0","0","1","Le pagelle del governo Monti http://ilcorsaro.info/palazzo/79-le-pagelle-del-governo-monti.html … via @reteconoscenza"
"136001148510420992","1","0","1","0","1","Mario Monti: governo vecchio e maschile. L'appello Voltolina-Rosina - Conti in tasca http://contintasca.blogosfere.it/2011/11/mario-monti-governo-vecchio-e-tutto-maschile-lappello-di-eleonora-voltolina-e-alessandro-rosina.html … via @blogosfere"
"145934891559825408","1","1","1","0","1","Il Governo #Monti dia un segnale di discontinuità: far quadrare i conti senza massacrare l'economia reale http://www.60019.it/index.mv?senigallia=Sciopero+del+12+dicembre%3A+IdV+Senigallia+in+piazza+al+fianco+dei+lavoratori&fname=60019rubriche_leggi&num_rubr=1&num_art=1323535816 … #idv @60019"
"165399821321113601","1","1","1","0","1","Io credo che il governo Monti stia facendo quello che non si è fatto per 25 anni. E' fisiologico che faccia male se lo si fa in 3 mesi !!!"
"132361612685361152","1","1","0","0","1","Marc Lazar: “Napolitano? L’Europa lo ammira. Mario Monti? Può salvare l’Italia” http://bit.ly/s258ZK  via @AddThis"
"393386623142232064","1","1","0","0","0","@elibuoss ahahahah si, di minor importanza ma ci sono"
"151767844198154240","1","0","1","0","1","La #corruzione costa 60 mld l’anno! Noi da un pezzo siamo pronti a combatterla. Il Governo #Monti cosa vuole fare? http://ow.ly/8bsTS "
"134923052285833216","1","1","0","0","1","Il Governo #Monti è l'unica alternativa possibile,credo che in questo momento di crisi la politica vada messa via,avanti con il gov. tecnico"
"190231334961164288","1","1","0","0","0","@jmilanese tutto bennee bambino!"
"143355656508948480","1","1","1","0","1","“@enzopane: ""@NichiVendola: Si fa fatica a vedere anche un solo segnale di equità nella manovra del governo Monti""... Io concordo"
"395547979043454979","1","1","1","0","0","@ilpost UNICA PROPOSTA DI CAMBIAMENTO E' "" ITALIA TERRA LIBERA"", gli altri SONO IL VECCHIO O CLONI."
"148524222493360128","1","1","1","0","1","Nessuno mette in dubbio la competenza dei #tecnici del #governo #Monti.Il problema è #politico, è più a monte.."
"195827571689144320","0","0","0","0","1","Enrico Mentana: «Il successo (possibile) di #Grillo è un effetto, non una causa della #crisi dei #partiti» http://www.facebook.com/permalink.php?story_fbid=10150723567887545&id=92106667544 …"
"160380510441455616","1","0","1","0","1","Mario #Monti: il più grande capro espiatorio degli ultimi 150 anni."
"144859793272750080","0","0","0","0","1","A #inmezzora il ministro #Riccardi: non sarà il governo #Monti a fare la legge sulla cittadinanza"
"190880636586823680","1","0","1","0","1","#Cacciari #Grillo il politici attualmente da più anni in parlamento non sono in grado di fare strategie sono Pirati abituatisi al furto"
"190877664658202625","0","0","0","0","0","@fmonopoli ma non hai ancora scritto un tweet? Prova!"
"164724158440288256","0","0","0","0","1","@sergionedj ma non è una neve qualsiasi, è la prima nevicata sotto il governo Monti!"
"149221519556485120","1","0","1","1","1","Napolitano difende il governo Monti? Ci mancherebbe, lo ha fatto lui!"
"396530239398240256","1","0","0","0","0","@Simi_IsOnMars vabbe dai..un giorno riusciremo anche noi a vederli"
"192541336581312512","1","0","1","0","1","I cani che abbaiano alla #Grillo non servono.Tentano di emergere nella confusione, ma non sono propositivi e non hanno idee costruttive."
"141807182709657600","1","0","1","0","1","il governo Monti, la quota Matteoli, i due Braga. Un caso imbarazzante (non solo per il governo)http://bit.ly/uGxQU7 "
"195633180148109312","1","1","1","0","1","#Grillo che scappa da Bertazzoni.Sembra più una burla,girando attorno al camper. Paragonarlo a tutti gli altri è troppo http://bit.ly/IjBtjV "
"143453517200359424","0","0","0","0","1","#riotta ""frettolosi e valenti economisti amici,che si sono fidati più delle indiscrezioni che del nostro buonsenso"" Mario Monti"
"156736186587680768","0","0","0","0","1","Leggo news VACANZE GRATIS, MALINCONICO SI DIMETTE. ""LASCIO PER SALVARE IL GOVERNO MONTI"": ROMA - Il sottosegreta... http://bit.ly/AirEkF "
"395671937000955905","1","0","1","0","0","Tweet Not Available"
"196656146793238529","0","0","0","0","0","Tweet Not Available"
"134935975058096128","1","0","1","0","1","Leggete 'Goldman Sachs innesca la crisi e poi piazza Mario Monti a risolverla - video' di Claudio Messora @Cadoinpiedi http://www.cadoinpiedi.it/2011/11/11/goldman_sachs_innesca_la_crisi_e_poi_piazza_mario_monti_a_risolverla.html …"
"136779421959991296","1","1","0","1","1","@flavia_marzano Mario Monti dice le parolacce"
"155988487659732992","0","0","0","0","1","POLITICA. #Panebianco sul CorSera: ""La durata e la stabilità del governo Monti non hanno nulla a che fare con la questione del #referendum""."
"195402818306314240","0","0","0","0","1","Tweet Not Available"
"134627857849786369","1","1","1","0","1","Si all'Europa no all'EuroBANCA!!! No a Mario Monti #nomonti @SurFilWave @TullioApi @GiorgiaUlgiati @valesalomo @VALERIA_GENOVA"
"192987291357155329","1","0","0","0","1","L'antipolitica alla #Grillo crescerà in misura inversamente proporzionale alla fermezza con cui la politica seria saprà riformare se stessa"
"134908212288823298","0","0","0","0","1","Tweet Not Available"
"137078401784754176","0","0","0","0","1","Tweet Not Available"
"393306876546273280","1","1","0","0","0","Tweet Not Available"
"193096322604220418","1","0","1","1","1","Immagino che #Grillo voglia farci uscire dall'Euro per tornare alla Dracma."
"194466048597172224","1","0","1","0","1","""chierichietto stuprato dal parroco"" non è divertente, anche quando #Grillo lo dice a proposito di #Formigoni. #leparolecontano"
"193037428578197505","1","0","1","0","1","#Grillo chiede di uscire dall'euro con il minor danno possibile..... ok l'ombrello lo apriranno dopo la penetrazione"
"143595718807003136","1","0","0","0","1","governo #monti: più equità o più equitalia?"
"192578201225138176","0","0","0","0","0","Il Jailbreak untethered di iOS 5.1 è più vicino: La notizia è di questa mattina: probabilmente si è fatto un pas...http://bit.ly/J9g4ca "
"136797140860157953","1","1","0","0","1","Mario Monti è il nuovo Presidente del Consiglio: È un professore apprezzato in tutto il mondo, uno dei pochi eco... http://bit.ly/syJ1dK "
"164049116836536320","0","0","0","0","1","Mario Monti è l'europeo dell'anno - Politica - La Presse http://www.lapresse.it/politica/mario-monti-e-l-europeo-dell-anno-1.118022 …"
"147058579059392512","1","1","1","0","1","I liked a @YouTube video http://youtu.be/YhPNq36Gt8Q?a  Cominciano i guai per il governo Monti"
"189785042623541248","1","1","1","0","0","@SantoTomo AHAHAHAHA! Della serie uccidetevi, ma intanto io sono una figa!"
"191623786783711232","0","0","0","0","0","@swaggiee_ mmmh.. va bene frà? io chiamo tutti così (es. monica -> mò) #LOL"
